"new_GID","PLOT.ID","rows","ranges","Block","Rep","Trt","year","genotype","note","Group","Calibration","ASD","CHL"
"BGEM-0156-S X Mo17_HN","4507","7","11","3","2","HN","2022","BGEM-0156-S X Mo17","Hybrid","Hybrid","0","2",450.516223276813
"BGEM-0156-S X Mo17_LN","3491","41","10","2","2","LN","2022","BGEM-0156-S X Mo17","Hybrid","Hybrid","0","1",294.665485040721
"BGEM-0156-S_HN","4292","42","6","2","2","HN","2022","BGEM-0156-S","BGEM_Tall_early","Inbred","0","1",398.666189173464
"BGEM-0156-S_LN","3105","5","3","3","2","LN","2022","BGEM-0156-S","BGEM_Tall_early","Inbred","0","1",275.823132613905
"BGEM-0157-N_HN","4125","25","3","3","2","HN","2022","BGEM-0157-N","BGEM_Short_late","Inbred","0","1",385.900604011765
"BGEM-0157-N_LN","3150","50","3","3","2","LN","2022","BGEM-0157-N","BGEM_Short_late","Inbred","0","1",328.775089595389
"BGEM-0158-S X Mo17_HN","4585","35","12","2","2","HN","2022","BGEM-0158-S X Mo17","Hybrid","Hybrid","0","1",470.838804086877
"BGEM-0158-S X Mo17_LN","3456","6","10","3","2","LN","2022","BGEM-0158-S X Mo17","Hybrid","Hybrid","0","1",274.676881912375
"BGEM-0158-S_HN","4128","28","3","2","2","HN","2022","BGEM-0158-S","BGEM_Tall_late","Inbred","0","1",402.908979258751
"BGEM-0158-S_LN","3266","16","6","3","2","LN","2022","BGEM-0158-S","BGEM_Tall_late","Inbred","0","1",333.442040875033
"BGEM-0159-S X Mo17_HN","4579","29","12","2","2","HN","2022","BGEM-0159-S X Mo17","Hybrid","Hybrid","0","1",456.728437098631
"BGEM-0159-S X Mo17_LN","3480","30","10","2","2","LN","2022","BGEM-0159-S X Mo17","Hybrid","Hybrid","1","1.5",282.096504098895
"BGEM-0159-S_HN","4181","31","4","2","2","HN","2022","BGEM-0159-S","BGEM_Tall_late","Inbred","0","2",429.601082198792
"BGEM-0159-S_LN","3319","19","7","3","2","LN","2022","BGEM-0159-S","BGEM_Tall_late","Inbred","0","1",316.033327983707
"BGEM-0160-S X Mo17_HN","4459","9","10","2","2","HN","2022","BGEM-0160-S X Mo17","Hybrid","Hybrid","0","2",429.316298822689
"BGEM-0160-S X Mo17_LN","3594","44","12","2","2","LN","2022","BGEM-0160-S X Mo17","Hybrid","Hybrid","0","1",324.39100206427
"BGEM-0160-S_HN","4076","26","2","3","2","HN","2022","BGEM-0160-S","BGEM_Tall_late","Inbred","0","2",403.840002748191
"BGEM-0160-S_LN","3214","14","5","2","2","LN","2022","BGEM-0160-S","BGEM_Tall_late","Inbred","0","2",326.208365318165
"BGEM-0161-S X Mo17_HN","4588","38","12","3","2","HN","2022","BGEM-0161-S X Mo17","Hybrid","Hybrid","0","1",432.974014319719
"BGEM-0161-S X Mo17_LN","3595","45","12","2","2","LN","2022","BGEM-0161-S X Mo17","Hybrid","Hybrid","0","1",293.637887749233
"BGEM-0161-S_HN","4056","6","2","3","2","HN","2022","BGEM-0161-S","BGEM_Short_late","Inbred","0","2",375.999468281151
"BGEM-0161-S_LN","3081","31","2","3","2","LN","2022","BGEM-0161-S","BGEM_Short_late","Inbred","0","2",298.693937071703
"BGEM-0162-S X Mo17_HN","4569","19","12","3","2","HN","2022","BGEM-0162-S X Mo17","Hybrid","Hybrid","0","1",482.009721825506
"BGEM-0162-S X Mo17_LN","3511","11","11","3","2","LN","2022","BGEM-0162-S X Mo17","Hybrid","Hybrid","0","2",320.377426952526
"BGEM-0162-S_HN","4319","19","7","3","2","HN","2022","BGEM-0162-S","BGEM_Short_early","Inbred","0","2",384.901438686421
"BGEM-0162-S_LN","3344","44","7","3","2","LN","2022","BGEM-0162-S","BGEM_Short_early","Inbred","0","2",335.448771143151
"BGEM-0163-S X Mo17_HN","4469","19","10","3","2","HN","2022","BGEM-0163-S X Mo17","Hybrid","Hybrid","0","2",497.300569210043
"BGEM-0163-S X Mo17_LN","3546","46","11","3","2","LN","2022","BGEM-0163-S X Mo17","Hybrid","Hybrid","0","2",322.890587414836
"BGEM-0163-S_HN","4116","16","3","2","2","HN","2022","BGEM-0163-S","BGEM_Short_late","Inbred","0","2",413.495481236918
"BGEM-0163-S_LN","3141","41","3","3","2","LN","2022","BGEM-0163-S","BGEM_Short_late","Inbred","0","2",345.228690112892
"BGEM-0164-S X Mo17_HN","4483","33","10","2","2","HN","2022","BGEM-0164-S X Mo17","Hybrid","Hybrid","0","2",446.476391722741
"BGEM-0164-S X Mo17_LN","3563","13","12","3","2","LN","2022","BGEM-0164-S X Mo17","Hybrid","Hybrid","0","2",293.851302886307
"BGEM-0164-S_HN","4003","3","1","2","2","HN","2022","BGEM-0164-S","BGEM_Short_late","Inbred","0","2",393.861901737694
"BGEM-0164-S_LN","3028","28","1","3","2","LN","2022","BGEM-0164-S","BGEM_Short_late","Inbred","0","2",343.425915695275
"BGEM-0165-S X Mo17_HN","4522","22","11","3","2","HN","2022","BGEM-0165-S X Mo17","Hybrid","Hybrid","0","1",372.920528985718
"BGEM-0165-S X Mo17_LN","3534","34","11","2","2","LN","2022","BGEM-0165-S X Mo17","Hybrid","Hybrid","0","1",336.353562216004
"BGEM-0165-S_HN","4050","50","1","3","2","HN","2022","BGEM-0165-S","BGEM_Tall_late","Inbred","0","2",395.364187997208
"BGEM-0165-S_LN","3213","13","5","3","2","LN","2022","BGEM-0165-S","BGEM_Tall_late","Inbred","0","2",337.561495485377
"BGEM-0166-S_HN","4032","32","1","2","2","HN","2022","BGEM-0166-S","BGEM_Tall_late","Inbred","0","2",356.008648862518
"BGEM-0166-S_LN","3170","20","4","2","2","LN","2022","BGEM-0166-S","BGEM_Tall_late","Inbred","0","2",291.743942866185
"BGEM-0167-S X Mo17_HN","4486","36","10","3","2","HN","2022","BGEM-0167-S X Mo17","Hybrid","Hybrid","0","2",485.018545605941
"BGEM-0167-S X Mo17_LN","3541","41","11","2","2","LN","2022","BGEM-0167-S X Mo17","Hybrid","Hybrid","0","2",323.046348683196
"BGEM-0167-S_HN","4308","8","7","3","2","HN","2022","BGEM-0167-S","BGEM_Short_early","Inbred","0","2",341.116512932811
"BGEM-0167-S_LN","3333","33","7","2","2","LN","2022","BGEM-0167-S","BGEM_Short_early","Inbred","0","1",377.840395260917
"BGEM-0168-S X Mo17_HN","4466","16","10","2","2","HN","2022","BGEM-0168-S X Mo17","Hybrid","Hybrid","0","2",405.062113188946
"BGEM-0168-S X Mo17_LN","3569","19","12","3","2","LN","2022","BGEM-0168-S X Mo17","Hybrid","Hybrid","0","2",307.652118994341
"BGEM-0168-S_HN","4149","49","3","2","2","HN","2022","BGEM-0168-S","BGEM_Tall_late","Inbred","0","1",377.151516830526
"BGEM-0168-S_LN","3312","12","7","2","2","LN","2022","BGEM-0168-S","BGEM_Tall_late","Inbred","0","1",347.791848607503
"BGEM-0169-S_HN","4064","14","2","3","2","HN","2022","BGEM-0169-S","BGEM_Short_late","Inbred","0","1",390.907165661997
"BGEM-0169-S_LN","3089","39","2","2","2","LN","2022","BGEM-0169-S","BGEM_Short_late","Inbred","0","1",285.139473672581
"BGEM-0170-S X Mo17_HN","4528","28","11","3","2","HN","2022","BGEM-0170-S X Mo17","Hybrid","Hybrid","0","1",422.606129719971
"BGEM-0170-S X Mo17_LN","3525","25","11","2","2","LN","2022","BGEM-0170-S X Mo17","Hybrid","Hybrid","0","2",322.108551380439
"BGEM-0170-S_HN","4060","10","2","3","2","HN","2022","BGEM-0170-S","BGEM_Short_late","Inbred","0","2",366.727231783296
"BGEM-0170-S_LN","3085","35","2","2","2","LN","2022","BGEM-0170-S","BGEM_Short_late","Inbred","0","2",346.736735217947
"BGEM-0171-S X Mo17_HN","4480","30","10","2","2","HN","2022","BGEM-0171-S X Mo17","Hybrid","Hybrid","0","1",496.027448832797
"BGEM-0171-S X Mo17_LN","3528","28","11","3","2","LN","2022","BGEM-0171-S X Mo17","Hybrid","Hybrid","0","1",358.635888262676
"BGEM-0171-S_HN","4191","41","4","2","2","HN","2022","BGEM-0171-S","BGEM_Tall_early","Inbred","0","2",513.771869553002
"BGEM-0171-S_LN","3004","4","1","2","2","LN","2022","BGEM-0171-S","BGEM_Tall_early","Inbred","0","1",349.550049047695
"BGEM-0172-S_HN","4077","27","2","3","2","HN","2022","BGEM-0172-S","BGEM_Tall_late","Inbred","0","2",380.036769039869
"BGEM-0172-S_LN","3215","15","5","3","2","LN","2022","BGEM-0172-S","BGEM_Tall_late","Inbred","0","2",318.874532118769
"BGEM-0173-S X Mo17_HN","4515","15","11","3","2","HN","2022","BGEM-0173-S X Mo17","Hybrid","Hybrid","0","1",433.985040837748
"BGEM-0173-S X Mo17_LN","3571","21","12","2","2","LN","2022","BGEM-0173-S X Mo17","Hybrid","Hybrid","0","2",364.176078174015
"BGEM-0173-S_HN","4120","20","3","3","2","HN","2022","BGEM-0173-S","BGEM_Short_late","Inbred","0","1",344.260337758128
"BGEM-0173-S_LN","3145","45","3","2","2","LN","2022","BGEM-0173-S","BGEM_Short_late","Inbred","0","2",303.235599515292
"BGEM-0174-N X B73_HN","4419","19","9","3","2","HN","2022","BGEM-0174-N X B73","Hybrid","Hybrid","0","1",447.037388869955
"BGEM-0174-N X B73_LN","3407","7","9","2","2","LN","2022","BGEM-0174-N X B73","Hybrid","Hybrid","0","2",323.207543763666
"BGEM-0174-N_HN","4053","3","2","3","2","HN","2022","BGEM-0174-N","BGEM_Short_late","Inbred","0","2",383.240446830548
"BGEM-0174-N_LN","3078","28","2","3","2","LN","2022","BGEM-0174-N","BGEM_Short_late","Inbred","0","2",321.247551839085
"BGEM-0175-S X Mo17_HN","4580","30","12","2","2","HN","2022","BGEM-0175-S X Mo17","Hybrid","Hybrid","1","1.5",432.854491871049
"BGEM-0175-S X Mo17_LN","3465","15","10","3","2","LN","2022","BGEM-0175-S X Mo17","Hybrid","Hybrid","0","1",331.855288982785
"BGEM-0175-S_HN","4138","38","3","2","2","HN","2022","BGEM-0175-S","BGEM_Tall_late","Inbred","0","1",332.63445248033
"BGEM-0175-S_LN","3301","1","7","2","2","LN","2022","BGEM-0175-S","BGEM_Tall_late","Inbred","0","1",349.382599160678
"BGEM-0177-S X Mo17_HN","4589","39","12","3","2","HN","2022","BGEM-0177-S X Mo17","Hybrid","Hybrid","0","1",454.887603735501
"BGEM-0177-S X Mo17_LN","3467","17","10","2","2","LN","2022","BGEM-0177-S X Mo17","Hybrid","Hybrid","0","2",379.168833568186
"BGEM-0178-S X Mo17_HN","4571","21","12","2","2","HN","2022","BGEM-0178-S X Mo17","Hybrid","Hybrid","0","1",479.004028161866
"BGEM-0178-S X Mo17_LN","3535","35","11","3","2","LN","2022","BGEM-0178-S X Mo17","Hybrid","Hybrid","0","1",343.708066221295
"BGEM-0178-S_HN","4042","42","1","2","2","HN","2022","BGEM-0178-S","BGEM_Tall_late","Inbred","0","1",443.02338888521
"BGEM-0178-S_LN","3205","5","5","3","2","LN","2022","BGEM-0178-S","BGEM_Tall_late","Inbred","0","2",344.349226115908
"BGEM-0179-S X Mo17_HN","4527","27","11","2","2","HN","2022","BGEM-0179-S X Mo17","Hybrid","Hybrid","0","2",462.62168395989
"BGEM-0179-S X Mo17_LN","3516","16","11","3","2","LN","2022","BGEM-0179-S X Mo17","Hybrid","Hybrid","0","2",327.404562697336
"BGEM-0179-S_HN","4205","5","5","2","2","HN","2022","BGEM-0179-S","BGEM_Short_early","Inbred","0","1",425.522744860791
"BGEM-0179-S_LN","3230","30","5","3","2","LN","2022","BGEM-0179-S","BGEM_Short_early","Inbred","0","1",371.316937980755
"BGEM-0180-S X Mo17_HN","4561","11","12","2","2","HN","2022","BGEM-0180-S X Mo17","Hybrid","Hybrid","0","1",437.429060291126
"BGEM-0180-S X Mo17_LN","3538","38","11","3","2","LN","2022","BGEM-0180-S X Mo17","Hybrid","Hybrid","0","2",342.258711727022
"BGEM-0180-S_HN","4265","15","6","2","2","HN","2022","BGEM-0180-S","BGEM_Short_early","Inbred","0","1",359.011997458087
"BGEM-0180-S_LN","3290","40","6","3","2","LN","2022","BGEM-0180-S","BGEM_Short_early","Inbred","0","1",300.001923456759
"BGEM-0181-N X B73_HN","4449","49","9","2","2","HN","2022","BGEM-0181-N X B73","Hybrid","Hybrid","0","1",439.656347635804
"BGEM-0181-N X B73_LN","3369","19","8","3","2","LN","2022","BGEM-0181-N X B73","Hybrid","Hybrid","0","2",349.391343815667
"BGEM-0181-N_HN","4006","6","1","2","2","HN","2022","BGEM-0181-N","BGEM_Short_late","Inbred","0","2",379.215678849631
"BGEM-0181-N_LN","3031","31","1","2","2","LN","2022","BGEM-0181-N","BGEM_Short_late","Inbred","0","1",312.870229987571
"BGEM-0182-N X B73_HN","4386","36","8","3","2","HN","2022","BGEM-0182-N X B73","Hybrid","Hybrid","0","1",483.489546064055
"BGEM-0182-N X B73_LN","3411","11","9","3","2","LN","2022","BGEM-0182-N X B73","Hybrid","Hybrid","0","2",294.090619915833
"BGEM-0182-N_HN","4250","50","5","2","2","HN","2022","BGEM-0182-N","BGEM_Tall_early","Inbred","0","2",342.885181959087
"BGEM-0182-N_LN","3063","13","2","3","2","LN","2022","BGEM-0182-N","BGEM_Tall_early","Inbred","0","1",330.33683408456
"BGEM-0183-N X B73_HN","4405","5","9","2","2","HN","2022","BGEM-0183-N X B73","Hybrid","Hybrid","0","1",436.243830181723
"BGEM-0183-N X B73_LN","3373","23","8","2","2","LN","2022","BGEM-0183-N X B73","Hybrid","Hybrid","0","2",202.553618686911
"BGEM-0183-N_HN","4084","34","2","2","2","HN","2022","BGEM-0183-N","BGEM_Tall_late","Inbred","0","2",313.313956532302
"BGEM-0183-N_LN","3222","22","5","3","2","LN","2022","BGEM-0183-N","BGEM_Tall_late","Inbred","0","2",271.514685141094
"BGEM-0184-N X B73_HN","4377","27","8","2","2","HN","2022","BGEM-0184-N X B73","Hybrid","Hybrid","0","1",513.636720272195
"BGEM-0184-N X B73_LN","3380","30","8","2","2","LN","2022","BGEM-0184-N X B73","Hybrid","Hybrid","0","2",374.299777400458
"BGEM-0184-N_HN","4222","22","5","2","2","HN","2022","BGEM-0184-N","BGEM_Short_early","Inbred","0","1",383.628296218493
"BGEM-0184-N_LN","3247","47","5","2","2","LN","2022","BGEM-0184-N","BGEM_Short_early","Inbred","0","1",365.41646443099
"BGEM-0185-N X B73_HN","4415","15","9","3","2","HN","2022","BGEM-0185-N X B73","Hybrid","Hybrid","0","2",502.062206412523
"BGEM-0185-N X B73_LN","3440","40","9","2","2","LN","2022","BGEM-0185-N X B73","Hybrid","Hybrid","0","2",369.66658961963
"BGEM-0185-N_HN","4124","24","3","2","2","HN","2022","BGEM-0185-N","BGEM_Short_late","Inbred","0","1",338.955444538556
"BGEM-0185-N_LN","3149","49","3","2","2","LN","2022","BGEM-0185-N","BGEM_Short_late","Inbred","0","1",332.387659903861
"BGEM-0186-S_HN","4161","11","4","3","2","HN","2022","BGEM-0186-S","BGEM_Short_late","Inbred","0","2",372.926517936803
"BGEM-0186-S_LN","3186","36","4","2","2","LN","2022","BGEM-0186-S","BGEM_Short_late","Inbred","0","2",329.704826475678
"BGEM-0187-S X Mo17_HN","4594","44","12","2","2","HN","2022","BGEM-0187-S X Mo17","Hybrid","Hybrid","0","1",472.574761468088
"BGEM-0187-S X Mo17_LN","3565","15","12","2","2","LN","2022","BGEM-0187-S X Mo17","Hybrid","Hybrid","0","2",310.191489275476
"BGEM-0187-S_HN","4059","9","2","2","2","HN","2022","BGEM-0187-S","BGEM_Short_late","Inbred","0","2",427.999287083477
"BGEM-0187-S_LN","3084","34","2","2","2","LN","2022","BGEM-0187-S","BGEM_Short_late","Inbred","0","2",339.99931984581
"BGEM-0188-S X Mo17_HN","4502","2","11","2","2","HN","2022","BGEM-0188-S X Mo17","Hybrid","Hybrid","0","2",476.940165440673
"BGEM-0188-S X Mo17_LN","3522","22","11","3","2","LN","2022","BGEM-0188-S X Mo17","Hybrid","Hybrid","0","2",277.593263760769
"BGEM-0188-S_HN","4091","41","2","3","2","HN","2022","BGEM-0188-S","BGEM_Tall_late","Inbred","0","1",412.548264492668
"BGEM-0188-S_LN","3254","4","6","3","2","LN","2022","BGEM-0188-S","BGEM_Tall_late","Inbred","0","2",363.328583373572
"BGEM-0189-S X Mo17_HN","4532","32","11","3","2","HN","2022","BGEM-0189-S X Mo17","Hybrid","Hybrid","0","2",407.273383307646
"BGEM-0189-S X Mo17_LN","3574","24","12","2","2","LN","2022","BGEM-0189-S X Mo17","Hybrid","Hybrid","0","1",325.193528801325
"BGEM-0189-S_HN","4290","40","6","3","2","HN","2022","BGEM-0189-S","BGEM_Tall_early","Inbred","0","2",309.041145378985
"BGEM-0189-S_LN","3103","3","3","2","2","LN","2022","BGEM-0189-S","BGEM_Tall_early","Inbred","0","2",287.311513042749
"BGEM-0190-N_HN","4070","20","2","2","2","HN","2022","BGEM-0190-N","BGEM_Short_late","Inbred","0","1",464.738436364848
"BGEM-0190-N_LN","3095","45","2","2","2","LN","2022","BGEM-0190-N","BGEM_Short_late","Inbred","0","1",333.66498322812
"BGEM-0191-N X B73_HN","4355","5","8","3","2","HN","2022","BGEM-0191-N X B73","Hybrid","Hybrid","0","2",418.62783224312
"BGEM-0191-N X B73_LN","3406","6","9","2","2","LN","2022","BGEM-0191-N X B73","Hybrid","Hybrid","0","2",295.465663316212
"BGEM-0191-N_HN","4066","16","2","3","2","HN","2022","BGEM-0191-N","BGEM_Short_late","Inbred","0","2",326.456758512855
"BGEM-0191-N_LN","3091","41","2","2","2","LN","2022","BGEM-0191-N","BGEM_Short_late","Inbred","0","1",264.59264577826
"BGEM-0192-N_HN","4078","28","2","2","2","HN","2022","BGEM-0192-N","BGEM_Tall_late","Inbred","0","2",293.635067817659
"BGEM-0192-N_LN","3216","16","5","3","2","LN","2022","BGEM-0192-N","BGEM_Tall_late","Inbred","0","2",279.556846794648
"BGEM-0193-N_HN","4126","26","3","2","2","HN","2022","BGEM-0193-N","BGEM_Tall_late","Inbred","0","1",284.215744211706
"BGEM-0193-N_LN","3264","14","6","2","2","LN","2022","BGEM-0193-N","BGEM_Tall_late","Inbred","0","2",277.888163328163
"BGEM-0194-N X B73_HN","4418","18","9","3","2","HN","2022","BGEM-0194-N X B73","Hybrid","Hybrid","0","2",494.23633565125
"BGEM-0194-N X B73_LN","3429","29","9","2","2","LN","2022","BGEM-0194-N X B73","Hybrid","Hybrid","0","1",269.448525090323
"BGEM-0196-N X B73_HN","4428","28","9","2","2","HN","2022","BGEM-0196-N X B73","Hybrid","Hybrid","0","1",520.45950634928
"BGEM-0196-N X B73_LN","3433","33","9","3","2","LN","2022","BGEM-0196-N X B73","Hybrid","Hybrid","0","2",328.08476459412
"BGEM-0196-N_HN","4088","38","2","2","2","HN","2022","BGEM-0196-N","BGEM_Tall_late","Inbred","0","2",358.276003294339
"BGEM-0196-N_LN","3251","1","6","3","2","LN","2022","BGEM-0196-N","BGEM_Tall_late","Inbred","0","2",314.236231849615
"BGEM-0197-S X Mo17_HN","4581","31","12","2","2","HN","2022","BGEM-0197-S X Mo17","Hybrid","Hybrid","0","1",490.333198255735
"BGEM-0197-S X Mo17_LN","3478","28","10","2","2","LN","2022","BGEM-0197-S X Mo17","Hybrid","Hybrid","0","2",365.944476273775
"BGEM-0197-S_HN","4263","13","6","2","2","HN","2022","BGEM-0197-S","BGEM_Short_early","Inbred","0","1",465.36081637505
"BGEM-0197-S_LN","3288","38","6","2","2","LN","2022","BGEM-0197-S","BGEM_Short_early","Inbred","0","1",382.419363824309
"BGEM-0198-S X Mo17_HN","4551","1","12","3","2","HN","2022","BGEM-0198-S X Mo17","Hybrid","Hybrid","0","1",483.365444137644
"BGEM-0198-S X Mo17_LN","3575","25","12","3","2","LN","2022","BGEM-0198-S X Mo17","Hybrid","Hybrid","0","1",331.970253112112
"BGEM-0198-S_HN","4192","42","4","3","2","HN","2022","BGEM-0198-S","BGEM_Tall_early","Inbred","0","2",429.841710870408
"BGEM-0198-S_LN","3005","5","1","2","2","LN","2022","BGEM-0198-S","BGEM_Tall_early","Inbred","0","1",351.318193962926
"BGEM-0199-S X Mo17_HN","4490","40","10","2","2","HN","2022","BGEM-0199-S X Mo17","Hybrid","Hybrid","0","2",454.465815896995
"BGEM-0199-S X Mo17_LN","3466","16","10","3","2","LN","2022","BGEM-0199-S X Mo17","Hybrid","Hybrid","0","1",317.988182071695
"BGEM-0199-S_HN","4235","35","5","3","2","HN","2022","BGEM-0199-S","BGEM_Tall_early","Inbred","0","2",396.223073201139
"BGEM-0199-S_LN","3023","23","1","3","2","LN","2022","BGEM-0199-S","BGEM_Tall_early","Inbred","0","1",333.65007669546
"BGEM-0200-S X Mo17_HN","4556","6","12","3","2","HN","2022","BGEM-0200-S X Mo17","Hybrid","Hybrid","0","2",445.830136816064
"BGEM-0200-S X Mo17_LN","3473","23","10","3","2","LN","2022","BGEM-0200-S X Mo17","Hybrid","Hybrid","0","2",375.7397045468
"BGEM-0200-S_HN","4104","4","3","3","2","HN","2022","BGEM-0200-S","BGEM_Short_late","Inbred","0","2",408.799760899797
"BGEM-0200-S_LN","3129","29","3","3","2","LN","2022","BGEM-0200-S","BGEM_Short_late","Inbred","0","2",318.235474105296
"BGEM-0201-N_HN","4296","46","6","2","2","HN","2022","BGEM-0201-N","BGEM_Tall_early","Inbred","0","1",379.524194605155
"BGEM-0201-N_LN","3109","9","3","3","2","LN","2022","BGEM-0201-N","BGEM_Tall_early","Inbred","0","2",344.811134586548
"BGEM-0202-N X B73_HN","4398","48","8","3","2","HN","2022","BGEM-0202-N X B73","Hybrid","Hybrid","0","2",465.898367683184
"BGEM-0202-N X B73_LN","3437","37","9","3","2","LN","2022","BGEM-0202-N X B73","Hybrid","Hybrid","0","2",304.998004911842
"BGEM-0202-N_HN","4315","15","7","3","2","HN","2022","BGEM-0202-N","BGEM_Short_early","Inbred","0","2",385.167688770057
"BGEM-0202-N_LN","3340","40","7","3","2","LN","2022","BGEM-0202-N","BGEM_Short_early","Inbred","0","2",290.746362893482
"BGEM-0203-N_HN","4221","21","5","3","2","HN","2022","BGEM-0203-N","BGEM_Short_early","Inbred","0","1",359.401051001321
"BGEM-0203-N_LN","3246","46","5","3","2","LN","2022","BGEM-0203-N","BGEM_Short_early","Inbred","0","1",279.567301515312
"BGEM-0204-N_HN","4030","30","1","2","2","HN","2022","BGEM-0204-N","BGEM_Tall_late","Inbred","0","2",378.975851835022
"BGEM-0204-N_LN","3168","18","4","2","2","LN","2022","BGEM-0204-N","BGEM_Tall_late","Inbred","1","1.5",291.597607138279
"BGEM-0205-N X B73_HN","4451","1","10","3","2","HN","2022","BGEM-0205-N X B73","Hybrid","Hybrid","0","1",477.163046048657
"BGEM-0205-N X B73_LN","3439","39","9","3","2","LN","2022","BGEM-0205-N X B73","Hybrid","Hybrid","0","2",356.944369277972
"BGEM-0205-N_HN","4285","35","6","2","2","HN","2022","BGEM-0205-N","BGEM_Tall_early","Inbred","0","2",403.632464478638
"BGEM-0205-N_LN","3073","23","2","3","2","LN","2022","BGEM-0205-N","BGEM_Tall_early","Inbred","0","1",322.055159164836
"BGEM-0206-N_HN","4198","48","4","3","2","HN","2022","BGEM-0206-N","BGEM_Tall_early","Inbred","0","2",411.908515083233
"BGEM-0206-N_LN","3011","11","1","2","2","LN","2022","BGEM-0206-N","BGEM_Tall_early","Inbred","0","1",357.551949024435
"BGEM-0207-N X B73_HN","4440","40","9","2","2","HN","2022","BGEM-0207-N X B73","Hybrid","Hybrid","0","1",511.151580115973
"BGEM-0207-N X B73_LN","3355","5","8","3","2","LN","2022","BGEM-0207-N X B73","Hybrid","Hybrid","0","1",328.418653162478
"BGEM-0207-N_HN","4316","16","7","2","2","HN","2022","BGEM-0207-N","BGEM_Short_early","Inbred","0","2",451.599016719522
"BGEM-0207-N_LN","3341","41","7","2","2","LN","2022","BGEM-0207-N","BGEM_Short_early","Inbred","0","2",380.779802463096
"BGEM-0208-N_HN","4182","32","4","3","2","HN","2022","BGEM-0208-N","BGEM_Tall_late","Inbred","0","2",439.008471218932
"BGEM-0208-N_LN","3320","20","7","3","2","LN","2022","BGEM-0208-N","BGEM_Tall_late","Inbred","0","1",320.91796701076
"BGEM-0209-N X B73_LN","3382","32","8","3","2","LN","2022","BGEM-0209-N X B73","Hybrid","Hybrid","0","2",347.887450111645
"BGEM-0209-N_HN","4330","30","7","2","2","HN","2022","BGEM-0209-N","BGEM_Tall_early","Inbred","0","1",368.629052522075
"BGEM-0209-N_LN","3118","18","3","2","2","LN","2022","BGEM-0209-N","BGEM_Tall_early","Inbred","0","1",314.255967197886
"BGEM-0210-N X B73_HN","4397","47","8","3","2","HN","2022","BGEM-0210-N X B73","Hybrid","Hybrid","0","2",509.418304530334
"BGEM-0210-N X B73_LN","3379","29","8","3","2","LN","2022","BGEM-0210-N X B73","Hybrid","Hybrid","0","2",368.496003068867
"BGEM-0210-N_HN","4039","39","1","2","2","HN","2022","BGEM-0210-N","BGEM_Tall_late","Inbred","0","2",443.45860980275
"BGEM-0210-N_LN","3202","2","5","2","2","LN","2022","BGEM-0210-N","BGEM_Tall_late","Inbred","0","2",386.71584691258
"BGEM-0211-N X B73_HN","4445","45","9","2","2","HN","2022","BGEM-0211-N X B73","Hybrid","Hybrid","0","1",408.802908928073
"BGEM-0211-N X B73_LN","3375","25","8","3","2","LN","2022","BGEM-0211-N X B73","Hybrid","Hybrid","0","2",299.239897166066
"BGEM-0211-N_HN","4079","29","2","3","2","HN","2022","BGEM-0211-N","BGEM_Tall_late","Inbred","0","1",359.381882009529
"BGEM-0211-N_LN","3217","17","5","3","2","LN","2022","BGEM-0211-N","BGEM_Tall_late","Inbred","0","2",290.580488322411
"BGEM-0212-N_HN","4337","37","7","2","2","HN","2022","BGEM-0212-N","BGEM_Tall_early","Inbred","0","1",372.236888035649
"BGEM-0212-N_LN","3125","25","3","3","2","LN","2022","BGEM-0212-N","BGEM_Tall_early","Inbred","0","2",294.313076992854
"BGEM-0213-S_HN","4085","35","2","2","2","HN","2022","BGEM-0213-S","BGEM_Tall_late","Inbred","0","1",349.343434304185
"BGEM-0213-S_LN","3223","23","5","2","2","LN","2022","BGEM-0213-S","BGEM_Tall_late","Inbred","0","1",260.468933874761
"BGEM-0214-S X Mo17_HN","4467","17","10","3","2","HN","2022","BGEM-0214-S X Mo17","Hybrid","Hybrid","0","2",484.813669123306
"BGEM-0214-S X Mo17_LN","3508","8","11","2","2","LN","2022","BGEM-0214-S X Mo17","Hybrid","Hybrid","0","2",303.295313971488
"BGEM-0214-S_HN","4206","6","5","2","2","HN","2022","BGEM-0214-S","BGEM_Short_early","Inbred","0","1",428.45980330684
"BGEM-0214-S_LN","3231","31","5","2","2","LN","2022","BGEM-0214-S","BGEM_Short_early","Inbred","0","1",325.365870187049
"BGEM-0215-N X B73_HN","4371","21","8","2","2","HN","2022","BGEM-0215-N X B73","Hybrid","Hybrid","0","1",488.619092672137
"BGEM-0215-N X B73_LN","3446","46","9","3","2","LN","2022","BGEM-0215-N X B73","Hybrid","Hybrid","0","2",325.558208311541
"BGEM-0215-N_HN","4332","32","7","2","2","HN","2022","BGEM-0215-N","BGEM_Tall_early","Inbred","0","1",385.622540687614
"BGEM-0215-N_LN","3120","20","3","3","2","LN","2022","BGEM-0215-N","BGEM_Tall_early","Inbred","0","2",344.137716060872
"BGEM-0216-N X B73_HN","4385","35","8","3","2","HN","2022","BGEM-0216-N X B73","Hybrid","Hybrid","0","1",484.876924205158
"BGEM-0216-N X B73_LN","3356","6","8","3","2","LN","2022","BGEM-0216-N X B73","Hybrid","Hybrid","0","1",265.220289952807
